,Doc,Topic,Doc_ID,ticker,sim_sect
430,"Akamai Technologies, Inc. provides solutions for protecting and delivering content and business applications over the Internet. The Company is providing cloud services for delivering, optimizing and securing content and business applications over the Internet. The Company's products include Kona Site Defender, Bot Manager, Enterprise Application Access, Image & Video Manager, Edge DNS, Enterprise Threat Protector, Identity Cloud, Web Application Protector, Page Integrity Manager, Akamai MFA, Account Protector, Cloud Wrapper, DataStream, EdgeKV and Global Traffic Management. The Company's solutions include the Security Technology Group and the Edge Technology Group. The Security Technology Group includes solutions that are designed to protect business online by keeping infrastructure, Websites, applications and users safe. The Edge Technology Group includes solutions that are designed to enable business online, including media delivery, Web performance and edge computing solutions.",30,430,AKAM.OQ,0.1209528
366,"Verisk Analytics, Inc. is a data analytics company. The Company offers predictive analytics and decision support solutions to customers in rating, underwriting, claims, catastrophe and weather risk, natural resources intelligence, economic forecasting, commercial banking and finance, and many other fields. Its business segments include Insurance, Energy and Specialized Markets, and Financial Services. The Insurance segment serves property and casualty (P&C) insurance customers and focuses on the prediction of loss, the selection and pricing of risk, and compliance with their reporting requirements; The Energy and Specialized Markets segment provides research and consulting services focusing on exploration strategies and screening, asset development and acquisition, commodity markets, and corporate analysis; The Financial Services segment maintains the bank account consortia to provide benchmarking, decisioning algorithms, business intelligence, and customized analytic services.",30,366,VRSK.OQ,0.11776333
5275,"Teradata Corporation (Teradata) is focused on providing a connected multi-cloud data platform for enterprise analytics. The Company’s Teradata Vantage platform allows customers to integrate and simplify their multi-cloud data and analytic ecosystems, streamline access and management of their data, and use analytics to derive business value from diverse data types. Teradata Vantage platform is designed and built to run across on-premises, private cloud and public cloud environments. The Company’s geographic regions segments include Americas region (North America and Latin America), EMEA region (Europe, Middle East and Africa) and APJ region (Asia Pacific and Japan). The Company serves various industries Automotive, Energy & Natural Resources, Financial Services, Government, Healthcare & Life Sciences, Manufacturing, Retail and Telco.",30,5275,TDC.N,0.11293654
140,"Oracle Corporation (Oracle) provides products and services that address enterprise information technology (IT) environments. The Company’s businesses include cloud and license, hardware and services. Its products and services include applications and infrastructure offerings that are delivered through a variety of IT deployment models. Its customers include government agencies, educational institutions and resellers. Using Oracle technologies, its customers build, deploy, run, manage and support their internal and external products, services and business operations. Its Oracle Cloud Services offerings includes Oracle Software as a Service (SaaS) and Oracle infrastructure as a service (IaaS) offering, which provides a stack of applications and infrastructure services delivered via cloud-based deployment models. Oracle Cloud Services integrate the software, hardware and services on a customer’s behalf in a cloud-based IT environment.",30,140,ORCL.N,0.09501436
256,"Twitter, Inc. offers products and services for users, advertisers, developers and data partners. The Company's products and services include Twitter, Promoted Tweets, Promoted Accounts and Promoted Trends. Its Twitter is a platform for public self-expression and conversation in real time. Its Promoted Products enable its advertisers to promote their brands, products and services, amplify their visibility and reach, and extend the conversation around their advertising campaigns. Promoted Accounts appear in the same format and place as accounts suggested by its Who to Follow recommendation engine, or in some cases, in Tweets in an individual’s timeline. Promoted Trends appear at the top of the list of trending topics or timeline for an entire day in a particular country or on a global basis. Its MoPub is a mobile-focused advertising exchange. Twitter Audience Platform is an advertising offering.",30,256,TWTR.N,0.09241529
107,"NetApp, Inc. (NetApp) is a cloud-led, data-centric software company. The Company provides systems, software and cloud services that enable them to run their applications optimally from data center to cloud, whether they are developing in the cloud, moving to the cloud, or creating their own cloudlike experiences. It operates in one industry segment: the design, manufacturing, marketing, and technical support of storage and data management solutions. NetApp's public cloud services are delivered as cloud-based software and as Software-as-a-Service. The public cloud services portfolio is categorized into four solution areas: cloud storage, cloud controls, cloud services and analytics and cloud optimization. Its hybrid cloud solutions are a portfolio of offerings that deliver on-premises, private cloud, and hybrid cloud services, designed to operate with public cloud data services. Its portfolio is categorized into three solution areas: data storage, data protection and data management.",30,107,NTAP.OQ,0.09204647
473,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo throughout the United States and across the world. The Company's segments include Airline and Refinery. The Company has hubs and market presence in Amsterdam, London-Heathrow, Mexico City, Paris-Charles de Gaulle and Seoul-Incheon. Its airline segment is managed as a single business unit that provides scheduled air transportation for passengers and cargo throughout the United States and around the world and includes its loyalty program, as well as other ancillary airline services. Its refinery segment operates for the benefit of the airline segment by providing jet fuel to the airline segment from its own production and through jet fuel obtained through agreements with third parties. The refinery's production consists of jet fuel, as well as non-jet fuel products. It also maintains complementary portfolio businesses, such as its cargo business and its Maintenance, Repair and Overhaul (MRO) operation.",31,473,DAL.N,0.22861174
126,"American Airlines Group Inc. is a holding company. The Company's primary business activity is the operation of a network air carrier, providing scheduled air transportation for passengers and cargo. The Company operates through American segment, which provides air transportation for passengers and cargo. Together with its regional airline subsidiaries and third-party regional carriers operating as American Eagle, its primary business activity is the operation of network air carrier, providing scheduled air transportation for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix and Washington, District of Columbia (D.C.) and partner gateways, including in London, Madrid, Seattle/Tacoma, Sydney and Tokyo. The Company's subsidiaries include American Airlines, Inc. (American), Envoy Aviation Group Inc. (Envoy), PSA Airlines, Inc. (PSA) and Piedmont Airlines, Inc. (Piedmont).",31,126,AAL.OQ,0.16780792
408,"Alaska Air Group, Inc. is the holding company of Alaska Airlines (Alaska), Virgin America Inc., Horizon Air (Horizon) and other business units. The Company operates through three segments: Mainline, Regional and Horizon. Its Mainline segment includes Alaska's and Virgin America's scheduled air transportation for passengers and cargo throughout the United States, and in parts of Canada, Mexico, Costa Rica and Cuba. Its Regional segment includes Horizon's and other third-party carriers' scheduled air transportation for passengers across a shorter distance network within the United States under capacity purchased arrangements (CPAs). Its Horizon segment includes the capacity sold to Alaska under CPA. Alaska and Virgin America operate fleets of narrowbody passenger jets. As of December 31, 2016, it maintained two frequent flyer plans: the Alaska Airlines Mileage Plan and the Virgin America Elevate.",31,408,ALK.N,0.14528717
431,"Southwest Airlines Co. (Southwest) operates Southwest Airlines, a passenger airline that provides scheduled air transportation in the United States and near-international markets. The Company offers ancillary service offerings, such as Southwest's EarlyBird Check-In and transportation of pets and unaccompanied minors, in accordance with Southwest's respective policies. Southwest's Rapid Rewards frequent flyer program enables program members (Members) to earn points for every dollar spent on Southwest fares. It offers its fare products to customers through its Internet Website, Southwest.com. The Company provides point-to-point service.",31,431,LUV.N,0.14435834
96,"United Airlines Holdings Inc., formerly United Continental Holdings, Inc., is a holding company and its principal, wholly-owned subsidiary is United Airlines, Inc. (United). The Company transports people and cargo throughout North America and to destinations in Asia, Europe, the Middle East and Latin America. Through United and its regional carriers, it operates across six continents, with hubs at Newark Liberty International Airport (Newark), Chicago O'Hare International Airport (Chicago O'Hare), Denver International Airport (Denver), George Bush Intercontinental Airport (Houston Bush), Los Angeles International Airport (LAX), A.B. Won Pat International Airport (Guam), San Francisco International Airport (SFO) and Washington Dulles International Airport (Washington Dulles). It has contractual relationships with various regional carriers to provide regional aircraft service branded as United Express.",31,96,UAL.OQ,0.078930534
496,"Lockheed Martin Corporation is a security and aerospace company. It operates through four segments. Aeronautics segment is engaged in the research, design, development, manufacture, support and upgrade of military aircraft, including combat and air mobility aircraft, unmanned air vehicles and related technologies. Missiles and Fire Control segment provides air and missile defense systems; fire control systems; manned and unmanned ground vehicles, and energy management solutions. Rotary and Mission Systems segment provides design, manufacture, service and support for various military and commercial helicopters, surface ships, sea and land-based missile defense systems, radar systems, sea and air-based mission and combat systems, command and control mission solutions, cyber solutions, and simulation and training solutions. Space segment is engaged in the research and development, design, engineering and production of satellites, missile systems and space transportation systems.",32,496,LMT.N,0.28211877
311,"Leidos Holdings, Inc. (Leidos) is a holding company. The Company's subsidiary and principal operating company is Leidos, Inc. Leidos is a science, engineering and information technology (IT) company that provides services and solutions in the defense, intelligence, civil and health markets, both domestically and internationally. It operates through three segments: Defense Solutions, Civil and Health. Defense Solutions segment provides technologically advanced services, solutions and products to a broad customer base. Civil business is focused on modernizing infrastructure, systems and security for government and commercial customers both domestically and internationally. Health business focuses on providing solutions to federal and commercial customers that are responsible for the health and well-being of people worldwide, including service members and veterans. Gibbs & Cox, Inc., is a subsidiary which is focused on naval architecture and marine engineering.",32,311,LDOS.N,0.24704015
142,"Garmin Ltd. (Garmin) and subsidiaries offer global positioning system (GPS) navigation and wireless devices and applications. The Company operates through five segments. It offers a range of auto navigation products, as well as a range of products and applications designed for the mobile GPS market. It offers products to consumers around the world, including Outdoor Handhelds, Wearable Devices, Golf Devices, and Dog Tracking and Training/Pet Obedience Devices. It offers a range of products designed for use in fitness and activity tracking. Garmin offers a range of products designed for use in fitness and activity tracking. Its aviation business segment is a provider of solutions to aircraft manufacturers, existing aircraft owners and operators, as well as military and government customers and serves a range of aircraft, including transport aircraft, business aviation, general aviation, experimental/light sport, helicopters, optionally piloted vehicles and unmanned aerial vehicles.",32,142,GRMN.OQ,0.22659796
5122,"Rockwell Collins, Inc. designs, produces and supports communications and aviation systems for commercial and military customers. The Company provides information management services through voice and data communication networks and solutions across the world. The Company operates through three segments: Commercial Systems, Government Systems and Information Management Services. The Commercial Systems segment supplies aviation electronics systems, products and services to customers located throughout the world. The Government Systems segment provides a range of electronic products, systems and services to customers including the United States Department of Defense, various ministries of defense, other government agencies and defense contractors around the world. The Information Management Services segment provides communications services, systems integration and security solutions across the aviation, airport, rail and nuclear security markets.",32,5122,COL.N^K18,0.19149014
183,"Northrop Grumman Corporation is a global aerospace and defense company. The Company's operating segments include Aeronautics Systems, Defense Systems, Mission Systems and Space Systems. Aeronautics Systems is engaged in designing, development, integration and production of autonomous and manned aircraft systems used for battle management, strike and intelligence, surveillance and reconnaissance (ISR). Defense Systems is engaged in designing, development, production, integration, sustainment and modernization of weapon and mission systems for United States military and civilian agency customers, and a range of international customers. Mission Systems is reported in business areas, including Airborne Sensors & Networks; Maritime/Land Systems & Sensors, and Navigation, Targeting & Survivability. Space Systems delivers mission solutions through the design, development, integration, production and operation of space, missile defense, launch and strategic missile systems.",32,183,NOC.N,0.19004951
136,"General Dynamics Corporation is a global aerospace and defense company. The Company offers a portfolio of products and services in business aviation; ship construction and repair; land combat vehicles, weapons systems and munitions; and technology products and services. It operates Its operating segments include Aerospace, Marine Systems, Combat Systems and Technologies. Its Aerospace segment produces business jets and the standard bearer in aircraft repair, support and completion services. Its Marine Systems segment designs and builds nuclear-powered submarines and offers in surface combatants and auxiliary ship design and construction for the United States Navy. Its Combat Systems segment manufactures land combat solutions, including wheeled and tracked combat vehicles, weapons systems and munitions. Its Technologies segment provides a spectrum of services, technologies and products to market that seeks solutions combining electronic hardware with specialized software.",32,136,GD.N,0.17306721
5256,"Raytheon Company is a technology company, which specializes in defense and other government markets. The Company develops integrated products, services and solutions in various markets, including sensing; effects; command, control, communications, computers, cyber and intelligence; mission support, and cybersecurity. The Company operates through five segments: Integrated Defense Systems (IDS); Intelligence, Information and Services (IIS); Missile Systems (MS); Space and Airborne Systems (SAS), and Forcepoint. The IDS segment develops and produces sensors and mission systems. The IIS segment provides a range of technical and professional services to intelligence, defense, federal and commercial customers. The MS segment is a developer, integrator and producer of missile and combat systems. The SAS segment is engaged in the design, development and manufacture of integrated sensor and communication systems for missions. The Forcepoint segment develops cybersecurity products.",32,5256,RTN.N^D20,0.16857708
237,"Raytheon Technologies Corp, formerly United Technologies Corporation, is an aerospace and defense company that is engaged in providing advanced systems and services for commercial, military and government customers worldwide. The Company's operations are classified into four principal business segments: Collins Aerospace Systems, which is a global provider of aerospace and defense products and aftermarket service solutions for aircraft manufacturers, defense and commercial space operations; Pratt & Whitney is engaged in suppling aircraft engines for commercial, military, business jet and general aviation customers; Raytheon Intelligence & Space is a developer and provider of integrated sensor and communication systems for advanced missions, advanced training, and cyber and software solutions to intelligence, defense, federal and commercial customers; and Raytheon Missiles & Defense segment, which is a designer, developer and producer of integrated air and missile defense systems.",32,237,RTX.N,0.16201347
5169,"Goodrich Corporation is a United States-based company, which is worldwide suppliers of aerospace components, systems and services to the commercial and general aviation airplane markets. The Company is a supplier of systems and products to the global defense and space markets. Its products and services are sold principally to customers in North America, Europe and Asia.",32,5169,GR.N^G12,0.124253
297,"Roper Technologies, Inc. is a technology company. The Company operates businesses that design and develop software, including both license and software-as-a-service (SaaS) and engineered products and solutions for a variety of markets. It operates through four segments: Application software, Network Software & Systems, Measurement & Analytical solutions and Process Technologies. It provides a broad portfolio of products, solutions and services, including campus card and cashless systems, laboratory information management solutions, enterprise software and information solutions, preconstruction software, wireless sensor networks, SaaS-based trading network and business intelligence solutions, precision rubber and polymer laboratory instrumentation, data acquisition, data analysis software systems, valves and controls for industrial refrigeration systems, control, safety and hazardous area solutions, and rotary positive displacement technology based fluid handling solutions.",32,297,ROP.N,0.106615655
321,"L3Harris Technologies Inc. is a global aerospace and defense technology company. The Company provides defense and commercial technologies across air, land, sea, space and cyber domains. Its segments include Integrated Mission Systems, Space and Airborne Systems, and Communication Systems. Integrated Mission Systems segment includes mission intelligence, surveillance and reconnaissance and communication systems; integrated electrical and electronic systems for maritime platforms, and electro-optical and infrared solutions. Its Space and Airborne Systems segment includes space payloads, sensors and mission solutions; classified intelligence and cyber defense; mission avionics and electronic warfare. Communication Systems segment includes tactical communications, integrated vision solutions and public safety.",32,321,LHX.N,0.06178838
440,"Constellation Brands, Inc. is an international beverage alcohol company. The Company is a producer and marketer of beer, wine and spirits with operations in the United States, Canada, Mexico, New Zealand and Italy. Its segments include Beer, Wine and Spirits, Corporate Operations and Other and Canopy. It is a multi-category supplier (beer, wine and spirits) of beverage alcohol in the United States. It sells a number of brands in the import and craft beer categories, including Corona Extra, Corona Light, Modelo Especial and others. It is a producer and marketer of wine and sells a number of wine brands across various categories, including table wine, sparkling wine and dessert wine, and across all price points, such as premium and luxury categories. Some of its wine and spirits brands sold in the United States, which comprise its U.S. Focus Brands (Focus Brands) include Meiomi, Robert Mondavi and others. The Canopy Equity Method Investment makes up the Canopy segment.",33,440,STZ.N,0.2459439
265,"The Coca-Cola Company is a beverage company. The Company owns or licenses and markets non-alcoholic beverage brands, primarily sparkling soft drinks; water, enhanced water and sports drinks; juice, dairy and plant-based beverages; tea and coffee; and energy drinks. The Company's segments include Europe, Middle East and Africa; Latin America; North America; Asia Pacific; Global Ventures; Bottling Investments, and Corporate. The Company markets, manufactures and sells beverage concentrates (beverage bases) and syrups, including fountain syrups and finished sparkling soft drinks and other nonalcoholic beverages. It owns and markets a range of non-alcoholic sparkling soft drink brands, including Coca-Cola, Diet Coke, Fanta and Sprite. The Company's branded beverage products are available to consumers in more than 200 countries and territories through its network of independent bottling partners, distributors, wholesalers and retailers as well as its bottling and distribution operations.",33,265,KO.N,0.22265849
383,"Monster Beverage Corporation develops, markets, sells and distributes energy drink beverages and concentrates for energy drink beverages, under various brand names, including Monster Energy, Monster Energy Ultra, Monster Rehab, Monster MAXX, Java Monster, Muscle Monster, Espresso Monster, Punch Monster, Juice Monster, Monster Hydro, Monster HydroSport Super Fuel, Monster Super Fuel, Predator, Fury, Reign Total Body Fuel, Reign Inferno Thermogenic Fuel, Monster Dragon Tea, NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play, Relentless, BPM, BU, Gladiator, Samurai and Live+. Its segments include Monster Energy Drinks segment, which consists of its Monster Energy drinks and Reign Total Body Fuel performance energy drinks; Strategic Brands segment, which includes various energy drink brands, and Other segment, which includes products sold to the third-party customers. It also sells concentrates and/or beverage bases to authorized bottling and canning operations.",33,383,MNST.OQ,0.19708908
5166,"Keurig Green Mountain, Inc. is a personal beverage system company. The Company is engaged in producing specialty coffee, coffeemakers, teas and other beverages in the United States and Canada. It operates through two segments: Domestic and Canada. Its Domestic segment includes all operations and immaterial operations related to international expansion in the United States, and the Canada segment includes all Canadian operations. Its products include pods, brewers and accessories, and other products and royalties. Its Domestic segment sells brewers, accessories, and sources, produces and sells coffee, hot cocoa, teas and other beverages in its pods (portion packs), and coffee in other packaging. Its Canada segment sells brewers, accessories, and sources, produces and sells coffee and teas and other beverages in pods. It sells coffee in traditional packaging under various brands to retailers, including supermarkets, restaurants and other markets through its Website.",33,5166,GMCR.OQ^C16,0.18010785
2672,"Keurig Dr Pepper Inc. is a coffee and beverage company in North America. The Company has a diverse portfolio of flavored (non-cola) carbonated soft drinks (CSDs), non-carbonated beverages (NCBs), including water, ready-to-drink tea and coffee, juice, juice drinks, mixers and specialty coffee, and is a producer of single serve brewing systems. The Company's segments include Coffee Systems, Packaged Beverages, Beverage Concentrates and Latin America Beverages. The Coffee Systems segment is a producer of single serve brewers and specialty coffee. Packaged Beverages and Latin America Beverages segment is principally a brand ownership, manufacturing and distribution business. Its brand portfolio includes CSD brands, such as Dr Pepper, Canada Dry, Schweppes, Crush, Sunkist, A&W, 7UP, Sun Drop, Squirt, Big Red, Hawaiian Punch and RC Cola, and NCB brands, which include Snapple, Mott's, Bai, Clamato, Hawaiian Punch, Core, Yoo-Hoo, ReaLemon, evian, Vita Coco, and Mr and Mrs T mixers.",33,2672,KDP.OQ,0.16152374
460,"Molson Coors Beverage Company is a holding company, which is engaged in brewing beverages. The Company operates through two segments: North America and Europe. The North America segment operates in the United States, Canada and various countries in Latin and South America. The Europe segment operates in Bulgaria, Croatia, Czech Republic, Hungary, Montenegro, the Republic of Ireland, Romania, Serbia, the United Kingdom, various other European countries, and certain countries within Africa and Asia Pacific. The Company operates approximately nine primary breweries, 11 craft breweries and two container operations in the North America segment. It operates approximately 14 primary breweries, seven craft breweries and one cidery in the Europe segment. It has a diverse portfolio of owned and partner brands, including Blue Moon, Coors Banquet, Coors Light, Miller Genuine Draft, Miller Lite and Staropramen.",33,460,TAP.N,0.15911406
1704,"Coca-Cola Europacific Partners plc., formerly Coca-Cola European Partners plc, is a consumer goods company. The Company is engaged in making, selling and distributing a range of non-alcoholic ready-to-drink beverages. The Company serves consumers across Western Europe, including Andorra, Belgium, continental France, Germany, Great Britain, Iceland, Luxembourg, Monaco, the Netherlands, Norway, Portugal, Spain and Sweden. Its brands include Coca-Cola, Diet Coke/Coca-Cola Light, Coca-Cola Zero Sugar, Fanta, Sprite and Monster. The Company’s portfolio offerings include energy drinks, waters, juices, sports drinks and ready-to-drink tea, coffee and juices. Its global business, with a broad and balanced geographic footprint, serving customers in approximately 29 countries.",33,1704,CCEP.OQ,0.12498331
5102,"Beam Suntory Inc (Beam Suntory) is United States-based company. The Company is producer of spirits and pioneer in Japanese whisky. Beam Suntory’s brands, including the iconic Jim Beam and Maker's Mark bourbon brands, Suntory whisky Kakubin and Courvoisier cognac. Its other renowned set of brands are Knob Creek, Basil Hayden's and Legent bourbon; Yamazaki, Hakushu, Hibiki and Toki Japanese whisky; Teacher's, Laphroaig and Bowmore Scotch whisky; Canadian Club whisky; Hornitos and Sauza tequila; EFFEN, Haku and Pinnacle vodka; Sipsmith and Roku gin, and On The Rocks Premium Cocktails.",33,5102,BEAM.N^E14,0.1118729
292,"Kellogg Company is a manufacturer and marketer of ready-to-eat cereal and convenience foods. The Company's principal products are snacks, such as crackers, savory snacks, toaster pastries, cereal bars, granola bars and bites; and convenience foods, such as, ready-to-eat cereals, frozen waffles, veggie foods and noodles. Its segments include North America, which includes the United States businesses and Canada; Europe, which consists principally of European countries; Latin America, which consists of Central and South America and includes Mexico; and Asia Middle East Africa (AMEA), which consists of Africa, Middle East, Australia and other Asian and Pacific markets. The Company's snacks brands are marketed under brands such as Kellogg’s, Cheez-It, Pringles, Austin, Parati, and RXBAR. Its cereals and cereal bars are generally marketed under the Kellogg’s name, with some under the Kashi and Bear Naked brands. Its frozen foods are marketed under the Eggo and Morningstar Farms brands.",34,292,K.N,0.3662719
98,"The Kraft Heinz Company (Kraft Heinz) is a global food and beverage company. The Company’s segments include United States, International and Canada. It manufactures and markets food and beverage products, including condiments and sauces, cheese and dairy, meals, meats, refreshment beverages, coffee, and other grocery products throughout the world. It offers its products under various brands, such as Kraft, Oscar Mayer, Heinz, Philadelphia, Lunchables, Velveeta, Maxwell House, Kool-Aid, Ore-Ida, Jell-O, Master, Quero, Golden Circle and Wattie's. The Company’s products are sold through its own sales organizations and through independent brokers, agents, and distributors to chain, wholesale, cooperative and independent grocery accounts, convenience stores, drug stores, value stores, bakeries, pharmacies, mass merchants, club stores, foodservice distributors, and institutions, including hotels, restaurants, hospitals, health care facilities and certain government agencies.",34,98,KHC.OQ,0.34916043
369,"Conagra Brands, Inc., formerly ConAgra Foods, Inc., operates as a packaged food company. The Company operates through two segments: Consumer Foods and Commercial Foods. The Company sells branded and customized food products, as well as commercially branded foods. It also supplies vegetable, spice and grain products to a range of restaurants, foodservice operators and commercial customers. Conagra Foodservice offers products to restaurants, retailers, commercial customers and other foodservice suppliers. The Company also operates in the countries outside the United States, such as Canada and Mexico. The Company's brands include Marie Callender's, Healthy Choice, Slim Jim, Hebrew National, Orville Redenbacher's, Reddi-wip, PAM, Snack Pack, Banquet, Chef Boyardee, Egg Beaters, Rosarita, Fleischmann's and Hunt's. The Company sells its products in grocery, convenience, mass merchandise and club stores.",34,369,CAG.N,0.31323326
5193,"Kraft Foods Group, Inc. is a consumer packaged food and beverage company. The Company manufactures and markets food and beverage products, including cheese, meats, refreshment beverages, coffee, packaged dinners, refrigerated meals, snack nuts, dressings, and other grocery products, primarily in the United States and Canada. Its product categories span breakfast, lunch and dinner meal occasions. The Company operates in six segments: Cheese, Refrigerated Meals, Beverages, Meals & Desserts, Enhancers & Snack Nuts and Canada. Its brand portfolio consists of various food brands in North America, including Kraft cheeses, dinners and dressings; Oscar Mayer meats; Philadelphia cream cheese, and over 25 other brands. The Company operates around 36 manufacturing and processing facilities, 34 in the United States and two in Canada. It sells products to supermarket chains, wholesalers, supercenters, club stores, distributors and convenience stores, among others.",34,5193,KRFT.OQ^G15,0.2965001
219,"The J. M. Smucker Company is engaged in manufacturing and marketing of food and beverage products. The Company's segments include U.S. Retail Coffee, U.S. Retail Consumer Foods, U.S. Retail Pet Foods, and International and Away From Home. Its products include coffee, dog food, cat food, pet snacks, peanut butter, fruit spreads, frozen handheld products, shortening and oils, portion control products, juices and beverages, and baking mixes and ingredients. The U.S. Retail Pet Foods segment includes Rachael Ray Nutrish, Meow Mix, Milk-Bone, Kibbles ’n Bits, 9Lives, Nature’s Recipe, and Pup-Peroni branded products. The U.S. Retail Coffee segment includes Folgers, Dunkin’, and Cafe Bustelo branded coffee. The U.S. Retail Consumer Foods segment includes Smucker’s and Jif. International and Away From Home segment offers brands, such as Folgers and Smucker's.",34,219,SJM.N,0.2927482
333,"General Mills, Inc., is a manufacturer and marketer of branded consumer foods sold through retail stores. The Company is a supplier of branded and unbranded food products to the North American foodservice and commercial baking industries. It also manufactures and markets natural pet food. The Company’s segments include North America Retail; Convenience Stores & Foodservice; Europe & Australia; Asia & Latin America; and Pet. The Company offers a range of food products with a focus on categories, including snacks, including grain, fruit and savory snacks, nutrition bars, and frozen hot snacks; ready-to-eat cereal; convenient meals, including meal kits, ethnic meals, pizza, soup, side dish mixes, frozen breakfast and frozen entrees; yogurt; wholesome natural pet food; super-premium ice cream; baking mixes and ingredients, and refrigerated and frozen dough.",34,333,GIS.N,0.28704974
5174,"Kraft Heinz Foods Company is a United States-based company. The Company is engaged in manufacturing canned, frozen and preserved fruits, vegetables and specialty food products.",34,5174,HNZ.N^F13,0.28142086
44,"Sysco Corporation (Sysco) is a distributor of food and related products primarily to the foodservice or food-away-from-home industry. The Company is engaged in selling, marketing and distributing food products to restaurants, healthcare and educational facilities, lodging establishments and other customers who prepare meals away from home. Its products also include equipment and supplies for the foodservice and hospitality industries. Its segments include U.S. Foodservice, International Foodservice, SYGMA and Other. The U.S. Foodservice segment distributes a line of food products, including custom-cut meat, seafood, specialty produce, specialty imports and a variety of non-food products. The International Foodservice segment includes operations in the Americas and Europe, which distribute a line of food products and a variety of non-food products. The SYGMA is the Company’s United States customized distribution subsidiary. The Other segment includes its hotel supply operations.",34,44,SYY.N,0.2785847
75,"Mondelez International, Inc. is a snack company. The Company manufactures and markets snack food and beverage products for consumers. It operates through four segments: Latin America, Asia, Middle East, and Africa (AMEA), Europe and North America. Its brands spanned five product categories: Biscuits, including cookies, crackers and salted snacks; Chocolate; Gum and candy; Beverages, including coffee and powdered beverages, and Cheese and grocery. Its portfolio includes various snack brands, including Nabisco, Oreo, LU and belVita biscuits; Cadbury, Milka, Cadbury Dairy Milk and Toblerone chocolate; Trident gum; Halls candy, and Tang powdered beverages. The Company sells its products to supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores and retail food outlets.",34,75,MDLZ.OQ,0.27479607
127,"McCormick & Company, Inc is engaged in manufactures, markets and distributes spices, seasoning mixes, condiments and other flavorful products to the food industry-retailers, food manufacturers and foodservice businesses. The Company also partners with various companies that are involved in the manufacture and sale of flavorful products. The Company operates in two business segments: Consumer and Flavor Solutions. The Company’s sales, distribution and production facilities are located in North America, Europe and China. Additional facilities are based in Australia, India, Central America, Thailand and South Africa.",34,127,MKC.N,0.2715913
187,"The Hershey Company is a global confectionery company. The Company produces snack, chocolate and non-chocolate confectionery. It operates through two segments: North America and International and Other. Its product offerings include chocolate and non-chocolate confectionery products; gum and mint refreshment products; snack items such as popcorn, protein bars and cookies, spreads, bars and snack bites/mixes, and meat snacks; and pantry items, such as baking ingredients, toppings and beverages. North America segment includes its operations in in the United States and Canada. International and Other segment includes its operations outside of North America. The Company offers its products under various brands, such as Jolly Rancher, Almond Joy, Brookside, barkTHINS, Cadbury, Good & Plenty, Heath, Kit Kat, Lancaster, Payday, Rolo, Twizzlers, Whoppers and York.",34,187,HSY.N,0.23294854
5297,"Whole Foods Market, Inc. is a United States-based retailing company. The Company is engaged in operating food markets. The Company offers a wide range of products, which includes Dairy & Eggs, Meat, Prepared Foods, Pantry Essentials, Breads, Rolls & Bakery, Desserts, Body Care, Supplements, Frozen Foods, Snacks, Chips, Salsas & Dips, Seafood, Beverages, Wine, Beer & Spirits, Beauty and Lifestyle. The Company also offers online order facility through its Website.",34,5297,WFM.OQ^H17,0.23138207
5179,"The Hillshire Brands Company (Hillshire Brands) is a manufacturer and marketer of branded, convenient foods. The Company's portfolio includes brands such as Jimmy Dean, Ball Park, Hillshire Farm, State Fair, Van's, Sara Lee frozen bakery and Chef Pierre pies as well as artisanal brands Aidells, Gallo Salame and Golden Island premium jerky. Hillshire Brands' operations are organized around two business segments: Retail and Foodservice/Other. The Retail segment sells a variety of packaged meat and frozen bakery products to retail customers and the Foodservice/Other segment sell a variety of meat and bakery products to foodservice customers in North America. The products include hot dogs, corn dogs, breakfast sausages, breakfast items, dinner sausages, gourmet artisanal sausage, salami, jerky, premium deli and luncheon meats and cooked hams.",34,5179,HSH.N^H14,0.22430603
429,"Tyson Foods, Inc. is a food company, which produces a range of frozen and refrigerated food products. The Company operates a portfolio of products and brands including Tyson, Jimmy Dean, Hillshire Farm, Ball Park, Wright, Aidells, ibp, and State Fair. The Company's business segments include Beef, Pork, Chicken and Prepared Foods. Its integrated operations consist of breeding stock, contract farmers, feed production, processing, further-processing, marketing and transportation of chicken and related products, including animal and pet food ingredients. It also processes live fed cattle and hogs and fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, case-ready beef and pork and fully-cooked meats. Its products are marketed and sold to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors.",34,429,TSN.N,0.2213661
